fixed_gene	fixed_enzyme	ground_relation
57674	3.6.1.61	function(g57674,ec_3_6_1_61)
57674	5.5.1.4	function(g57674,ec_5_5_1_4)
5770	1.13.99.1	function(g5770,ec_1_13_99_1)
5770	2.3.2.-	function(g5770,ec_2_3_2)
5770	2.7.1.134	function(g5770,ec_2_7_1_134)
5770	2.7.1.140	function(g5770,ec_2_7_1_140)
5770	2.7.1.151	function(g5770,ec_2_7_1_151)
5770	2.7.1.153	function(g5770,ec_2_7_1_153)
5770	2.7.1.158	function(g5770,ec_2_7_1_158)
5770	2.7.1.159	function(g5770,ec_2_7_1_159)
5770	2.7.4.-	function(g5770,ec_2_7_4)
5770	2.7.4.21	function(g5770,ec_2_7_4_21)
5770	2.7.4.24	function(g5770,ec_2_7_4_24)
5770	3.1.3.-	function(g5770,ec_3_1_3)
5770	3.1.3.16	function(g5770,ec_3_1_3_16)
5770	3.1.3.36	function(g5770,ec_3_1_3_36)
5770	3.1.3.56	function(g5770,ec_3_1_3_56)
5770	3.1.3.57	function(g5770,ec_3_1_3_57)
5770	3.1.3.62	function(g5770,ec_3_1_3_62)
5770	3.1.3.64	function(g5770,ec_3_1_3_64)
5770	3.1.3.66	function(g5770,ec_3_1_3_66)
5770	3.1.3.67	function(g5770,ec_3_1_3_67)
5770	3.1.3.80	function(g5770,ec_3_1_3_80)
5770	3.1.3.86	function(g5770,ec_3_1_3_86)
5770	3.4.21.-	function(g5770,ec_3_4_21)
5770	3.6.1.52	function(g5770,ec_3_6_1_52)
5770	3.6.1.61	function(g5770,ec_3_6_1_61)
5770	5.5.1.4	function(g5770,ec_5_5_1_4)
5771	1.13.99.1	function(g5771,ec_1_13_99_1)
5771	2.3.2.-	function(g5771,ec_2_3_2)
5771	2.7.1.134	function(g5771,ec_2_7_1_134)
5771	2.7.1.140	function(g5771,ec_2_7_1_140)
5771	2.7.1.151	function(g5771,ec_2_7_1_151)
5771	2.7.1.153	function(g5771,ec_2_7_1_153)
5771	2.7.1.158	function(g5771,ec_2_7_1_158)
5771	2.7.1.159	function(g5771,ec_2_7_1_159)
5771	2.7.4.-	function(g5771,ec_2_7_4)
5771	2.7.4.21	function(g5771,ec_2_7_4_21)
5771	2.7.4.24	function(g5771,ec_2_7_4_24)
5771	3.1.3.-	function(g5771,ec_3_1_3)
5771	3.1.3.16	function(g5771,ec_3_1_3_16)
5771	3.1.3.36	function(g5771,ec_3_1_3_36)
5771	3.1.3.56	function(g5771,ec_3_1_3_56)
5771	3.1.3.57	function(g5771,ec_3_1_3_57)
5771	3.1.3.62	function(g5771,ec_3_1_3_62)
5771	3.1.3.64	function(g5771,ec_3_1_3_64)
5771	3.1.3.66	function(g5771,ec_3_1_3_66)
5771	3.1.3.67	function(g5771,ec_3_1_3_67)
5771	3.1.3.80	function(g5771,ec_3_1_3_80)
5771	3.1.3.86	function(g5771,ec_3_1_3_86)
5771	3.4.21.-	function(g5771,ec_3_4_21)
5771	3.6.1.52	function(g5771,ec_3_6_1_52)
5771	3.6.1.61	function(g5771,ec_3_6_1_61)
5771	5.5.1.4	function(g5771,ec_5_5_1_4)
5774	1.13.99.1	function(g5774,ec_1_13_99_1)
5774	2.3.2.-	function(g5774,ec_2_3_2)
5774	2.7.1.134	function(g5774,ec_2_7_1_134)
5774	2.7.1.140	function(g5774,ec_2_7_1_140)
5774	2.7.1.151	function(g5774,ec_2_7_1_151)
5774	2.7.1.153	function(g5774,ec_2_7_1_153)
5774	2.7.1.158	function(g5774,ec_2_7_1_158)
5774	2.7.1.159	function(g5774,ec_2_7_1_159)
5774	2.7.4.-	function(g5774,ec_2_7_4)
5774	2.7.4.21	function(g5774,ec_2_7_4_21)
5774	2.7.4.24	function(g5774,ec_2_7_4_24)
5774	3.1.3.-	function(g5774,ec_3_1_3)
5774	3.1.3.16	function(g5774,ec_3_1_3_16)
5774	3.1.3.36	function(g5774,ec_3_1_3_36)
5774	3.1.3.56	function(g5774,ec_3_1_3_56)
5774	3.1.3.57	function(g5774,ec_3_1_3_57)
5774	3.1.3.62	function(g5774,ec_3_1_3_62)
5774	3.1.3.64	function(g5774,ec_3_1_3_64)
5774	3.1.3.66	function(g5774,ec_3_1_3_66)
5774	3.1.3.67	function(g5774,ec_3_1_3_67)
5774	3.1.3.80	function(g5774,ec_3_1_3_80)
5774	3.1.3.86	function(g5774,ec_3_1_3_86)
5774	3.4.21.-	function(g5774,ec_3_4_21)
5774	3.6.1.52	function(g5774,ec_3_6_1_52)
5774	3.6.1.61	function(g5774,ec_3_6_1_61)
5774	5.5.1.4	function(g5774,ec_5_5_1_4)
5777	1.13.99.1	function(g5777,ec_1_13_99_1)
5777	2.3.2.-	function(g5777,ec_2_3_2)
5777	2.7.1.134	function(g5777,ec_2_7_1_134)
5777	2.7.1.140	function(g5777,ec_2_7_1_140)
5777	2.7.1.151	function(g5777,ec_2_7_1_151)
5777	2.7.1.153	function(g5777,ec_2_7_1_153)
5777	2.7.1.158	function(g5777,ec_2_7_1_158)
5777	2.7.1.159	function(g5777,ec_2_7_1_159)
5777	2.7.4.-	function(g5777,ec_2_7_4)
5777	2.7.4.21	function(g5777,ec_2_7_4_21)
5777	2.7.4.24	function(g5777,ec_2_7_4_24)
5777	3.1.3.-	function(g5777,ec_3_1_3)
5777	3.1.3.16	function(g5777,ec_3_1_3_16)
5777	3.1.3.36	function(g5777,ec_3_1_3_36)
5777	3.1.3.56	function(g5777,ec_3_1_3_56)
5777	3.1.3.57	function(g5777,ec_3_1_3_57)
5777	3.1.3.62	function(g5777,ec_3_1_3_62)
5777	3.1.3.64	function(g5777,ec_3_1_3_64)
5777	3.1.3.66	function(g5777,ec_3_1_3_66)
5777	3.1.3.67	function(g5777,ec_3_1_3_67)
5777	3.1.3.80	function(g5777,ec_3_1_3_80)
5777	3.1.3.86	function(g5777,ec_3_1_3_86)
5777	3.4.21.-	function(g5777,ec_3_4_21)
5777	3.6.1.52	function(g5777,ec_3_6_1_52)
5777	3.6.1.61	function(g5777,ec_3_6_1_61)
5777	5.5.1.4	function(g5777,ec_5_5_1_4)
5778	1.13.99.1	function(g5778,ec_1_13_99_1)
5778	2.3.2.-	function(g5778,ec_2_3_2)
5778	2.7.1.134	function(g5778,ec_2_7_1_134)
5778	2.7.1.140	function(g5778,ec_2_7_1_140)
5778	2.7.1.151	function(g5778,ec_2_7_1_151)
5778	2.7.1.153	function(g5778,ec_2_7_1_153)
5778	2.7.1.158	function(g5778,ec_2_7_1_158)
5778	2.7.1.159	function(g5778,ec_2_7_1_159)
5778	2.7.4.-	function(g5778,ec_2_7_4)
5778	2.7.4.21	function(g5778,ec_2_7_4_21)
5778	2.7.4.24	function(g5778,ec_2_7_4_24)
5778	3.1.3.-	function(g5778,ec_3_1_3)
5778	3.1.3.16	function(g5778,ec_3_1_3_16)
5778	3.1.3.36	function(g5778,ec_3_1_3_36)
5778	3.1.3.57	function(g5778,ec_3_1_3_57)
5778	3.1.3.62	function(g5778,ec_3_1_3_62)
5778	3.1.3.64	function(g5778,ec_3_1_3_64)
5778	3.1.3.66	function(g5778,ec_3_1_3_66)
5778	3.1.3.67	function(g5778,ec_3_1_3_67)
5778	3.1.3.86	function(g5778,ec_3_1_3_86)
5778	3.4.21.-	function(g5778,ec_3_4_21)
5778	3.6.1.52	function(g5778,ec_3_6_1_52)
5778	3.6.1.61	function(g5778,ec_3_6_1_61)
5778	5.5.1.4	function(g5778,ec_5_5_1_4)
5781	1.13.99.1	function(g5781,ec_1_13_99_1)
5781	2.3.2.-	function(g5781,ec_2_3_2)
5781	2.7.1.134	function(g5781,ec_2_7_1_134)
5781	2.7.1.140	function(g5781,ec_2_7_1_140)
5781	2.7.1.151	function(g5781,ec_2_7_1_151)
5781	2.7.1.153	function(g5781,ec_2_7_1_153)
5781	2.7.1.158	function(g5781,ec_2_7_1_158)
5781	2.7.1.159	function(g5781,ec_2_7_1_159)
5781	2.7.4.-	function(g5781,ec_2_7_4)
5781	2.7.4.21	function(g5781,ec_2_7_4_21)
5781	2.7.4.24	function(g5781,ec_2_7_4_24)
5781	3.1.3.-	function(g5781,ec_3_1_3)
5781	3.1.3.16	function(g5781,ec_3_1_3_16)
5781	3.1.3.36	function(g5781,ec_3_1_3_36)
5781	3.1.3.66	function(g5781,ec_3_1_3_66)
5781	3.1.3.80	function(g5781,ec_3_1_3_80)
5781	3.1.3.86	function(g5781,ec_3_1_3_86)
5781	3.4.21.-	function(g5781,ec_3_4_21)
5781	3.6.1.52	function(g5781,ec_3_6_1_52)
5781	3.6.1.61	function(g5781,ec_3_6_1_61)
5781	5.5.1.4	function(g5781,ec_5_5_1_4)
5782	1.13.99.1	function(g5782,ec_1_13_99_1)
5782	2.3.2.-	function(g5782,ec_2_3_2)
5782	2.7.1.134	function(g5782,ec_2_7_1_134)
5782	2.7.1.140	function(g5782,ec_2_7_1_140)
5782	2.7.1.151	function(g5782,ec_2_7_1_151)
5782	2.7.1.153	function(g5782,ec_2_7_1_153)
5782	2.7.1.158	function(g5782,ec_2_7_1_158)
5782	2.7.1.159	function(g5782,ec_2_7_1_159)
5782	2.7.4.-	function(g5782,ec_2_7_4)
5782	2.7.4.21	function(g5782,ec_2_7_4_21)
5782	2.7.4.24	function(g5782,ec_2_7_4_24)
5782	3.1.3.-	function(g5782,ec_3_1_3)
5782	3.1.3.16	function(g5782,ec_3_1_3_16)
5782	3.1.3.36	function(g5782,ec_3_1_3_36)
5782	3.1.3.56	function(g5782,ec_3_1_3_56)
5782	3.1.3.57	function(g5782,ec_3_1_3_57)
5782	3.1.3.62	function(g5782,ec_3_1_3_62)
5782	3.1.3.64	function(g5782,ec_3_1_3_64)
5782	3.1.3.66	function(g5782,ec_3_1_3_66)
5782	3.1.3.67	function(g5782,ec_3_1_3_67)
5782	3.1.3.80	function(g5782,ec_3_1_3_80)
5782	3.1.3.86	function(g5782,ec_3_1_3_86)
5782	3.4.21.-	function(g5782,ec_3_4_21)
5782	3.6.1.52	function(g5782,ec_3_6_1_52)
5782	3.6.1.61	function(g5782,ec_3_6_1_61)
5782	5.5.1.4	function(g5782,ec_5_5_1_4)
5786	1.13.99.1	function(g5786,ec_1_13_99_1)
5786	2.3.2.-	function(g5786,ec_2_3_2)
5786	2.7.1.134	function(g5786,ec_2_7_1_134)
5786	2.7.1.140	function(g5786,ec_2_7_1_140)
5786	2.7.1.151	function(g5786,ec_2_7_1_151)
5786	2.7.1.153	function(g5786,ec_2_7_1_153)
5786	2.7.1.158	function(g5786,ec_2_7_1_158)
5786	2.7.1.159	function(g5786,ec_2_7_1_159)
5786	2.7.4.-	function(g5786,ec_2_7_4)
5786	2.7.4.21	function(g5786,ec_2_7_4_21)
5786	2.7.4.24	function(g5786,ec_2_7_4_24)
5786	3.1.3.-	function(g5786,ec_3_1_3)
5786	3.1.3.16	function(g5786,ec_3_1_3_16)
5786	3.1.3.36	function(g5786,ec_3_1_3_36)
5786	3.1.3.56	function(g5786,ec_3_1_3_56)
5786	3.1.3.57	function(g5786,ec_3_1_3_57)
5786	3.1.3.62	function(g5786,ec_3_1_3_62)
5786	3.1.3.64	function(g5786,ec_3_1_3_64)
5786	3.1.3.66	function(g5786,ec_3_1_3_66)
5786	3.1.3.67	function(g5786,ec_3_1_3_67)
5786	3.1.3.80	function(g5786,ec_3_1_3_80)
5786	3.1.3.86	function(g5786,ec_3_1_3_86)
5786	3.4.21.-	function(g5786,ec_3_4_21)
5786	3.6.1.52	function(g5786,ec_3_6_1_52)
5786	3.6.1.61	function(g5786,ec_3_6_1_61)
5786	5.5.1.4	function(g5786,ec_5_5_1_4)
5788	1.13.99.1	function(g5788,ec_1_13_99_1)
5788	2.3.2.-	function(g5788,ec_2_3_2)
5788	2.7.1.134	function(g5788,ec_2_7_1_134)
5788	2.7.1.140	function(g5788,ec_2_7_1_140)
5788	2.7.1.151	function(g5788,ec_2_7_1_151)
5788	2.7.1.153	function(g5788,ec_2_7_1_153)
5788	2.7.1.158	function(g5788,ec_2_7_1_158)
5788	2.7.1.159	function(g5788,ec_2_7_1_159)
5788	2.7.4.-	function(g5788,ec_2_7_4)
5788	2.7.4.21	function(g5788,ec_2_7_4_21)
5788	2.7.4.24	function(g5788,ec_2_7_4_24)
5788	3.1.3.-	function(g5788,ec_3_1_3)
5788	3.1.3.16	function(g5788,ec_3_1_3_16)
5788	3.1.3.36	function(g5788,ec_3_1_3_36)
5788	3.1.3.62	function(g5788,ec_3_1_3_62)
5788	3.1.3.64	function(g5788,ec_3_1_3_64)
5788	3.1.3.67	function(g5788,ec_3_1_3_67)
5788	3.1.3.86	function(g5788,ec_3_1_3_86)
5788	3.4.21.-	function(g5788,ec_3_4_21)
5788	3.6.1.52	function(g5788,ec_3_6_1_52)
5788	3.6.1.61	function(g5788,ec_3_6_1_61)
5788	5.5.1.4	function(g5788,ec_5_5_1_4)
5795	1.13.99.1	function(g5795,ec_1_13_99_1)
5795	2.3.2.-	function(g5795,ec_2_3_2)
5795	2.7.1.134	function(g5795,ec_2_7_1_134)
5795	2.7.1.140	function(g5795,ec_2_7_1_140)
5795	2.7.1.151	function(g5795,ec_2_7_1_151)
5795	2.7.1.153	function(g5795,ec_2_7_1_153)
5795	2.7.1.158	function(g5795,ec_2_7_1_158)
5795	2.7.1.159	function(g5795,ec_2_7_1_159)
5795	2.7.4.-	function(g5795,ec_2_7_4)
5795	2.7.4.21	function(g5795,ec_2_7_4_21)
5795	2.7.4.24	function(g5795,ec_2_7_4_24)
5795	3.1.3.-	function(g5795,ec_3_1_3)
5795	3.1.3.16	function(g5795,ec_3_1_3_16)
5795	3.1.3.36	function(g5795,ec_3_1_3_36)
5795	3.1.3.57	function(g5795,ec_3_1_3_57)
5795	3.1.3.62	function(g5795,ec_3_1_3_62)
5795	3.1.3.64	function(g5795,ec_3_1_3_64)
5795	3.1.3.67	function(g5795,ec_3_1_3_67)
5795	3.1.3.86	function(g5795,ec_3_1_3_86)
5795	3.4.21.-	function(g5795,ec_3_4_21)
5795	3.6.1.52	function(g5795,ec_3_6_1_52)
5795	3.6.1.61	function(g5795,ec_3_6_1_61)
5795	5.5.1.4	function(g5795,ec_5_5_1_4)
5903	1.13.99.1	function(g5903,ec_1_13_99_1)
5903	2.3.2.-	function(g5903,ec_2_3_2)
5903	2.7.1.134	function(g5903,ec_2_7_1_134)
5903	2.7.1.140	function(g5903,ec_2_7_1_140)
5903	2.7.1.151	function(g5903,ec_2_7_1_151)
5903	2.7.1.153	function(g5903,ec_2_7_1_153)
5903	2.7.1.158	function(g5903,ec_2_7_1_158)
5903	2.7.1.159	function(g5903,ec_2_7_1_159)
5903	2.7.4.-	function(g5903,ec_2_7_4)
5903	2.7.4.21	function(g5903,ec_2_7_4_21)
5903	2.7.4.24	function(g5903,ec_2_7_4_24)
5903	3.1.3.-	function(g5903,ec_3_1_3)
5903	3.1.3.16	function(g5903,ec_3_1_3_16)
5903	3.1.3.36	function(g5903,ec_3_1_3_36)
5903	3.1.3.48	function(g5903,ec_3_1_3_48)
5903	3.1.3.56	function(g5903,ec_3_1_3_56)
5903	3.1.3.57	function(g5903,ec_3_1_3_57)
5903	3.1.3.62	function(g5903,ec_3_1_3_62)
5903	3.1.3.64	function(g5903,ec_3_1_3_64)
5903	3.1.3.66	function(g5903,ec_3_1_3_66)
5903	3.1.3.67	function(g5903,ec_3_1_3_67)
5903	3.1.3.80	function(g5903,ec_3_1_3_80)
5903	3.1.3.86	function(g5903,ec_3_1_3_86)
5903	3.4.21.-	function(g5903,ec_3_4_21)
5903	3.6.1.52	function(g5903,ec_3_6_1_52)
5903	3.6.1.61	function(g5903,ec_3_6_1_61)
5903	5.5.1.4	function(g5903,ec_5_5_1_4)
595058	1.13.99.1	function(g595058,ec_1_13_99_1)
595058	2.3.2.-	function(g595058,ec_2_3_2)
595058	2.7.1.134	function(g595058,ec_2_7_1_134)
595058	2.7.1.140	function(g595058,ec_2_7_1_140)
595058	2.7.1.151	function(g595058,ec_2_7_1_151)
595058	2.7.1.153	function(g595058,ec_2_7_1_153)
595058	2.7.1.158	function(g595058,ec_2_7_1_158)
595058	2.7.1.159	function(g595058,ec_2_7_1_159)
595058	2.7.4.-	function(g595058,ec_2_7_4)
595058	2.7.4.21	function(g595058,ec_2_7_4_21)
595058	2.7.4.24	function(g595058,ec_2_7_4_24)
595058	3.1.3.-	function(g595058,ec_3_1_3)
595058	3.1.3.16	function(g595058,ec_3_1_3_16)
595058	3.1.3.36	function(g595058,ec_3_1_3_36)
595058	3.1.3.56	function(g595058,ec_3_1_3_56)
595058	3.1.3.57	function(g595058,ec_3_1_3_57)
595058	3.1.3.62	function(g595058,ec_3_1_3_62)
595058	3.1.3.64	function(g595058,ec_3_1_3_64)
595058	3.1.3.66	function(g595058,ec_3_1_3_66)
595058	3.1.3.67	function(g595058,ec_3_1_3_67)
595058	3.1.3.80	function(g595058,ec_3_1_3_80)
595058	3.1.3.86	function(g595058,ec_3_1_3_86)
595058	3.4.21.-	function(g595058,ec_3_4_21)
595058	3.6.1.52	function(g595058,ec_3_6_1_52)
595058	3.6.1.61	function(g595058,ec_3_6_1_61)
595058	5.5.1.4	function(g595058,ec_5_5_1_4)
614183	1.13.99.1	function(g614183,ec_1_13_99_1)
614183	2.3.2.-	function(g614183,ec_2_3_2)
614183	2.7.1.134	function(g614183,ec_2_7_1_134)
614183	2.7.1.140	function(g614183,ec_2_7_1_140)
614183	2.7.1.151	function(g614183,ec_2_7_1_151)
614183	2.7.1.153	function(g614183,ec_2_7_1_153)
614183	2.7.1.158	function(g614183,ec_2_7_1_158)
614183	2.7.1.159	function(g614183,ec_2_7_1_159)
614183	2.7.4.-	function(g614183,ec_2_7_4)
614183	2.7.4.21	function(g614183,ec_2_7_4_21)
614183	2.7.4.24	function(g614183,ec_2_7_4_24)
614183	3.1.3.-	function(g614183,ec_3_1_3)
614183	3.1.3.16	function(g614183,ec_3_1_3_16)
614183	3.1.3.36	function(g614183,ec_3_1_3_36)
614183	3.1.3.48	function(g614183,ec_3_1_3_48)
614183	3.1.3.56	function(g614183,ec_3_1_3_56)
614183	3.1.3.57	function(g614183,ec_3_1_3_57)
614183	3.1.3.62	function(g614183,ec_3_1_3_62)
614183	3.1.3.64	function(g614183,ec_3_1_3_64)
614183	3.1.3.66	function(g614183,ec_3_1_3_66)
614183	3.1.3.67	function(g614183,ec_3_1_3_67)
614183	3.1.3.80	function(g614183,ec_3_1_3_80)
614183	3.1.3.86	function(g614183,ec_3_1_3_86)
614183	3.4.21.-	function(g614183,ec_3_4_21)
614183	3.6.1.61	function(g614183,ec_3_6_1_61)
614183	5.5.1.4	function(g614183,ec_5_5_1_4)
614306	1.13.99.1	function(g614306,ec_1_13_99_1)
614306	2.3.2.-	function(g614306,ec_2_3_2)
614306	2.7.1.134	function(g614306,ec_2_7_1_134)
614306	2.7.1.140	function(g614306,ec_2_7_1_140)
614306	2.7.1.151	function(g614306,ec_2_7_1_151)
614306	2.7.1.153	function(g614306,ec_2_7_1_153)
614306	2.7.1.158	function(g614306,ec_2_7_1_158)
614306	2.7.1.159	function(g614306,ec_2_7_1_159)
614306	2.7.4.-	function(g614306,ec_2_7_4)
614306	2.7.4.21	function(g614306,ec_2_7_4_21)
614306	2.7.4.24	function(g614306,ec_2_7_4_24)
614306	3.1.3.-	function(g614306,ec_3_1_3)
614306	3.1.3.57	function(g614306,ec_3_1_3_57)
614306	3.1.3.62	function(g614306,ec_3_1_3_62)
614306	3.1.3.80	function(g614306,ec_3_1_3_80)
614306	3.4.21.-	function(g614306,ec_3_4_21)
614306	3.6.1.52	function(g614306,ec_3_6_1_52)
614306	3.6.1.61	function(g614306,ec_3_6_1_61)
614306	5.5.1.4	function(g614306,ec_5_5_1_4)
615432	1.13.99.1	function(g615432,ec_1_13_99_1)
615432	2.3.2.-	function(g615432,ec_2_3_2)
615432	2.7.1.134	function(g615432,ec_2_7_1_134)
615432	2.7.1.140	function(g615432,ec_2_7_1_140)
615432	2.7.1.151	function(g615432,ec_2_7_1_151)
615432	2.7.1.153	function(g615432,ec_2_7_1_153)
615432	2.7.1.158	function(g615432,ec_2_7_1_158)
615432	2.7.1.159	function(g615432,ec_2_7_1_159)
615432	2.7.4.-	function(g615432,ec_2_7_4)
615432	2.7.4.21	function(g615432,ec_2_7_4_21)
615432	2.7.4.24	function(g615432,ec_2_7_4_24)
615432	3.1.3.-	function(g615432,ec_3_1_3)
615432	3.1.3.56	function(g615432,ec_3_1_3_56)
615432	3.1.3.57	function(g615432,ec_3_1_3_57)
615432	3.1.3.64	function(g615432,ec_3_1_3_64)
615432	3.1.3.66	function(g615432,ec_3_1_3_66)
615432	3.1.3.86	function(g615432,ec_3_1_3_86)
615432	3.4.21.-	function(g615432,ec_3_4_21)
615432	3.6.1.52	function(g615432,ec_3_6_1_52)
615432	3.6.1.61	function(g615432,ec_3_6_1_61)
615432	5.5.1.4	function(g615432,ec_5_5_1_4)
616931;785611	1.13.99.1	function(g616931785611,ec_1_13_99_1)
616931;785611	2.3.2.-	function(g616931785611,ec_2_3_2)
616931;785611	2.7.1.134	function(g616931785611,ec_2_7_1_134)
616931;785611	2.7.1.140	function(g616931785611,ec_2_7_1_140)
616931;785611	2.7.1.151	function(g616931785611,ec_2_7_1_151)
616931;785611	2.7.1.153	function(g616931785611,ec_2_7_1_153)
616931;785611	2.7.1.158	function(g616931785611,ec_2_7_1_158)
616931;785611	2.7.1.159	function(g616931785611,ec_2_7_1_159)
616931;785611	2.7.4.-	function(g616931785611,ec_2_7_4)
616931;785611	2.7.4.21	function(g616931785611,ec_2_7_4_21)
616931;785611	2.7.4.24	function(g616931785611,ec_2_7_4_24)
616931;785611	3.1.3.-	function(g616931785611,ec_3_1_3)
616931;785611	3.1.3.16	function(g616931785611,ec_3_1_3_16)
616931;785611	3.1.3.36	function(g616931785611,ec_3_1_3_36)
616931;785611	3.1.3.48	function(g616931785611,ec_3_1_3_48)
616931;785611	3.1.3.56	function(g616931785611,ec_3_1_3_56)
616931;785611	3.1.3.57	function(g616931785611,ec_3_1_3_57)
616931;785611	3.1.3.62	function(g616931785611,ec_3_1_3_62)
616931;785611	3.1.3.64	function(g616931785611,ec_3_1_3_64)
616931;785611	3.1.3.66	function(g616931785611,ec_3_1_3_66)
616931;785611	3.1.3.67	function(g616931785611,ec_3_1_3_67)
616931;785611	3.1.3.80	function(g616931785611,ec_3_1_3_80)
616931;785611	3.1.3.86	function(g616931785611,ec_3_1_3_86)
616931;785611	3.4.21.-	function(g616931785611,ec_3_4_21)
616931;785611	3.6.1.61	function(g616931785611,ec_3_6_1_61)
616931;785611	5.5.1.4	function(g616931785611,ec_5_5_1_4)
617215	1.13.99.1	function(g617215,ec_1_13_99_1)
617215	2.3.2.-	function(g617215,ec_2_3_2)
617215	2.7.1.134	function(g617215,ec_2_7_1_134)
617215	2.7.1.140	function(g617215,ec_2_7_1_140)
617215	2.7.1.151	function(g617215,ec_2_7_1_151)
617215	2.7.1.153	function(g617215,ec_2_7_1_153)
617215	2.7.1.158	function(g617215,ec_2_7_1_158)
617215	2.7.1.159	function(g617215,ec_2_7_1_159)
617215	2.7.4.-	function(g617215,ec_2_7_4)
617215	2.7.4.21	function(g617215,ec_2_7_4_21)
617215	2.7.4.24	function(g617215,ec_2_7_4_24)
617215	3.1.3.-	function(g617215,ec_3_1_3)
617215	3.1.3.16	function(g617215,ec_3_1_3_16)
617215	3.1.3.36	function(g617215,ec_3_1_3_36)
617215	3.1.3.56	function(g617215,ec_3_1_3_56)
617215	3.1.3.57	function(g617215,ec_3_1_3_57)
617215	3.1.3.62	function(g617215,ec_3_1_3_62)
617215	3.1.3.64	function(g617215,ec_3_1_3_64)
617215	3.1.3.66	function(g617215,ec_3_1_3_66)
617215	3.1.3.67	function(g617215,ec_3_1_3_67)
617215	3.1.3.80	function(g617215,ec_3_1_3_80)
617215	3.1.3.86	function(g617215,ec_3_1_3_86)
617215	3.4.21.-	function(g617215,ec_3_4_21)
617215	3.6.1.52	function(g617215,ec_3_6_1_52)
617215	3.6.1.61	function(g617215,ec_3_6_1_61)
617215	5.5.1.4	function(g617215,ec_5_5_1_4)
617707	1.13.99.1	function(g617707,ec_1_13_99_1)
617707	2.3.2.-	function(g617707,ec_2_3_2)
617707	2.7.1.134	function(g617707,ec_2_7_1_134)
617707	2.7.1.140	function(g617707,ec_2_7_1_140)
617707	2.7.1.151	function(g617707,ec_2_7_1_151)
617707	2.7.1.153	function(g617707,ec_2_7_1_153)
617707	2.7.1.158	function(g617707,ec_2_7_1_158)
617707	2.7.1.159	function(g617707,ec_2_7_1_159)
617707	2.7.4.-	function(g617707,ec_2_7_4)
617707	2.7.4.21	function(g617707,ec_2_7_4_21)
617707	2.7.4.24	function(g617707,ec_2_7_4_24)
617707	3.1.3.-	function(g617707,ec_3_1_3)
617707	3.1.3.16	function(g617707,ec_3_1_3_16)
617707	3.1.3.36	function(g617707,ec_3_1_3_36)
617707	3.1.3.48	function(g617707,ec_3_1_3_48)
617707	3.1.3.56	function(g617707,ec_3_1_3_56)
617707	3.1.3.57	function(g617707,ec_3_1_3_57)
617707	3.1.3.62	function(g617707,ec_3_1_3_62)
617707	3.1.3.64	function(g617707,ec_3_1_3_64)
617707	3.1.3.66	function(g617707,ec_3_1_3_66)
617707	3.1.3.67	function(g617707,ec_3_1_3_67)
617707	3.1.3.80	function(g617707,ec_3_1_3_80)
617707	3.1.3.86	function(g617707,ec_3_1_3_86)
617707	3.4.21.-	function(g617707,ec_3_4_21)
617707	3.6.1.52	function(g617707,ec_3_6_1_52)
617707	3.6.1.61	function(g617707,ec_3_6_1_61)
617707	5.5.1.4	function(g617707,ec_5_5_1_4)
618855	1.13.99.1	function(g618855,ec_1_13_99_1)
618855	2.3.2.-	function(g618855,ec_2_3_2)
618855	2.7.1.134	function(g618855,ec_2_7_1_134)
618855	2.7.1.140	function(g618855,ec_2_7_1_140)
618855	2.7.1.151	function(g618855,ec_2_7_1_151)
618855	2.7.1.153	function(g618855,ec_2_7_1_153)
618855	2.7.1.158	function(g618855,ec_2_7_1_158)
618855	2.7.1.159	function(g618855,ec_2_7_1_159)
618855	2.7.4.-	function(g618855,ec_2_7_4)
618855	2.7.4.21	function(g618855,ec_2_7_4_21)
618855	2.7.4.24	function(g618855,ec_2_7_4_24)
618855	3.1.3.-	function(g618855,ec_3_1_3)
618855	3.1.3.16	function(g618855,ec_3_1_3_16)
618855	3.1.3.36	function(g618855,ec_3_1_3_36)
618855	3.1.3.48	function(g618855,ec_3_1_3_48)
618855	3.1.3.56	function(g618855,ec_3_1_3_56)
618855	3.1.3.57	function(g618855,ec_3_1_3_57)
618855	3.1.3.62	function(g618855,ec_3_1_3_62)
618855	3.1.3.64	function(g618855,ec_3_1_3_64)
618855	3.1.3.66	function(g618855,ec_3_1_3_66)
618855	3.1.3.67	function(g618855,ec_3_1_3_67)
618855	3.1.3.80	function(g618855,ec_3_1_3_80)
618855	3.1.3.86	function(g618855,ec_3_1_3_86)
618855	3.4.21.-	function(g618855,ec_3_4_21)
618855	5.5.1.4	function(g618855,ec_5_5_1_4)
64077	1.13.99.1	function(g64077,ec_1_13_99_1)
64077	2.3.2.-	function(g64077,ec_2_3_2)
64077	2.7.1.134	function(g64077,ec_2_7_1_134)
64077	2.7.1.140	function(g64077,ec_2_7_1_140)
64077	2.7.1.151	function(g64077,ec_2_7_1_151)
64077	2.7.1.153	function(g64077,ec_2_7_1_153)
64077	2.7.1.158	function(g64077,ec_2_7_1_158)
64077	2.7.1.159	function(g64077,ec_2_7_1_159)
64077	2.7.4.-	function(g64077,ec_2_7_4)
64077	2.7.4.21	function(g64077,ec_2_7_4_21)
64077	2.7.4.24	function(g64077,ec_2_7_4_24)
